Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
FDW39,6.69,Regular,0.037060755,Meat,176.83700000000002,OUT018,2009,Medium,Tier 3,Supermarket Type2,1411.496
DRE03,19.6,Low Fat,0.024276035,Dairy,45.3718,OUT045,2002,,Tier 2,Supermarket Type1,614.5334
FDA35,14.85,Regular,0.053921264,Baking Goods,123.0072,OUT049,1999,Medium,Tier 1,Supermarket Type1,1960.1152
FDN09,14.15,LF,0.035016754,Snack Foods,245.3828,OUT018,2009,Medium,Tier 3,Supermarket Type2,1705.7796
FDC51,10.895,Regular,0.009613854,Dairy,122.973,OUT013,1987,High,Tier 3,Supermarket Type1,1231.73
FDY35,17.6,Regular,0.016024651,Breads,44.0402,OUT035,2004,Small,Tier 2,Supermarket Type1,597.2226
FDG47,12.8,Low Fat,0.06961884,Starchy Foods,260.3252,OUT046,1997,Small,Tier 1,Supermarket Type1,8132.0812
FDY33,14.5,Regular,0.097398254,Snack Foods,157.4262,OUT045,2002,,Tier 2,Supermarket Type1,3978.155
FDT04,17.25,Low Fat,0.10764721,Frozen Foods,39.3822,OUT017,2007,,Tier 2,Supermarket Type1,314.2576
FDH44,19.1,Regular,0.025872153,Fruits and Vegetables,145.7418,OUT046,1997,Small,Tier 1,Supermarket Type1,882.8508
FDB33,17.75,Low Fat,0.014609738,Fruits and Vegetables,160.4262,OUT045,2002,,Tier 2,Supermarket Type1,3182.5240000000003
FDT55,13.6,Regular,0.043618827,Fruits and Vegetables,156.7946,OUT013,1987,High,Tier 3,Supermarket Type1,2840.3028
FDY56,16.35,Regular,0.062411404000000004,Fruits and Vegetables,225.9062,OUT046,1997,Small,Tier 1,Supermarket Type1,5416.9488
NCM29,11.5,LF,0.017642229,Health and Hygiene,131.8626,OUT046,1997,Small,Tier 1,Supermarket Type1,2885.5772
FDL34,16.0,Low Fat,0.041112694,Snack Foods,139.9496,OUT018,2009,Medium,Tier 3,Supermarket Type2,3105.2912
NCQ29,12.0,Low Fat,0.104230135,Health and Hygiene,259.5278,OUT046,1997,Small,Tier 1,Supermarket Type1,2603.278
FDX57,,Regular,0.047037323,Snack Foods,96.4068,OUT027,1985,Medium,Tier 3,Supermarket Type3,2624.5836
DRG49,7.81,Low Fat,0.067730081,Soft Drinks,242.6486,OUT018,2009,Medium,Tier 3,Supermarket Type2,2199.1374
FDK09,,Low Fat,0.160665697,Snack Foods,227.5352,OUT019,1985,Small,Tier 1,Grocery Store,916.1408
FDP25,15.2,Low Fat,0.021327477,Canned,216.8824,OUT017,2007,,Tier 2,Supermarket Type1,2838.9712
FDD52,18.25,Regular,0.183142346,Dairy,110.35700000000001,OUT013,1987,High,Tier 3,Supermarket Type1,2087.283
FDO08,11.1,Regular,0.05373063,Fruits and Vegetables,165.1526,OUT013,1987,High,Tier 3,Supermarket Type1,1480.0734
FDD50,,Low Fat,0.14095631,Canned,167.7132,OUT027,1985,Medium,Tier 3,Supermarket Type3,3889.6036
FDD04,16.0,Low Fat,0.090111173,Dairy,141.3154,OUT049,1999,Medium,Tier 1,Supermarket Type1,3261.7542
FDT07,,Regular,0.076944658,Fruits and Vegetables,257.133,OUT027,1985,Medium,Tier 3,Supermarket Type3,7433.656999999999
FDC03,8.575,Regular,0.07178670599999999,Dairy,193.3794,OUT013,1987,High,Tier 3,Supermarket Type1,780.3176
FDN02,16.5,Low Fat,0.073827748,Canned,208.8638,OUT046,1997,Small,Tier 1,Supermarket Type1,2484.7656
FDB34,15.25,Low Fat,0.026663778,Snack Foods,87.0198,OUT045,2002,,Tier 2,Supermarket Type1,2442.1544
FDV34,10.695,Regular,0.011448628999999998,Snack Foods,72.9038,OUT045,2002,,Tier 2,Supermarket Type1,1034.6532
FDL28,,Regular,0.0,Frozen Foods,230.0668,OUT019,1985,Small,Tier 1,Grocery Store,691.1004
NCU53,5.485,Low Fat,0.042838514,Health and Hygiene,163.7842,OUT045,2002,,Tier 2,Supermarket Type1,1657.842
FDT34,9.3,Low Fat,0.174350275,Snack Foods,104.4964,OUT046,1997,Small,Tier 1,Supermarket Type1,2419.5172
NCE42,21.1,Low Fat,0.010602292,Household,235.3958,OUT046,1997,Small,Tier 1,Supermarket Type1,3271.7412
FDN39,19.35,Regular,0.065520388,Meat,168.3816,OUT046,1997,Small,Tier 1,Supermarket Type1,1342.2528
FDF22,6.865,Low Fat,0.056945935999999996,Snack Foods,214.6218,OUT045,2002,,Tier 2,Supermarket Type1,1923.4962
FDC60,,Regular,0.20042639999999998,Baking Goods,88.8514,OUT019,1985,Small,Tier 1,Grocery Store,265.6542
FDM34,,Low Fat,0.06712095400000001,Snack Foods,132.9626,OUT027,1985,Medium,Tier 3,Supermarket Type3,3279.065
FDS23,4.635,Low Fat,0.14088911099999998,Breads,127.0994,OUT046,1997,Small,Tier 1,Supermarket Type1,1927.491
NCR29,7.565,Low Fat,0.054630544,Health and Hygiene,57.393,OUT035,2004,Small,Tier 2,Supermarket Type1,735.709
FDZ16,16.85,Regular,0.160760054,Frozen Foods,192.4478,OUT017,2007,,Tier 2,Supermarket Type1,4843.695
FDQ45,,Regular,0.019114349,Snack Foods,182.1608,OUT019,1985,Small,Tier 1,Grocery Store,367.5216
NCX42,6.36,Low Fat,0.005978595,Household,163.6526,OUT046,1997,Small,Tier 1,Supermarket Type1,1151.1682
FDG22,17.6,Regular,0.041615224,Snack Foods,37.219,OUT017,2007,,Tier 2,Supermarket Type1,366.19
FDP25,15.2,Low Fat,0.021207518999999998,Canned,219.4824,OUT046,1997,Small,Tier 1,Supermarket Type1,1747.0592
FDY22,16.5,Regular,0.16062411599999998,Snack Foods,143.8128,OUT017,2007,,Tier 2,Supermarket Type1,2588.6304
FDD57,18.1,low fat,0.022434417999999998,Fruits and Vegetables,96.2094,OUT049,1999,Medium,Tier 1,Supermarket Type1,952.0939999999999
FDY59,8.195,Low Fat,0.031452265,Baking Goods,94.3462,OUT049,1999,Medium,Tier 1,Supermarket Type1,925.462
NCS53,14.5,Low Fat,0.08996026,Health and Hygiene,159.5604,OUT045,2002,,Tier 2,Supermarket Type1,1426.1436
FDQ56,6.59,Low Fat,0.10602747400000001,Fruits and Vegetables,83.9908,OUT018,2009,Medium,Tier 3,Supermarket Type2,1426.1436
FDQ31,5.785,Regular,0.09012919999999999,Fruits and Vegetables,89.8856,OUT010,1998,,Tier 3,Grocery Store,175.7712
NCI55,18.6,Low Fat,0.012679226000000002,Household,120.9414,OUT045,2002,,Tier 2,Supermarket Type1,2680.5108
FDK02,12.5,Low Fat,0.112681821,Canned,119.14399999999999,OUT018,2009,Medium,Tier 3,Supermarket Type2,3235.788
FDX57,17.25,Regular,0.047533568,Snack Foods,96.9068,OUT017,2007,,Tier 2,Supermarket Type1,1458.102
FDX58,13.15,Low Fat,0.043831721,Snack Foods,184.195,OUT049,1999,Medium,Tier 1,Supermarket Type1,2746.425
NCX30,,Low Fat,0.026491715,Household,247.2776,OUT027,1985,Medium,Tier 3,Supermarket Type3,6191.94
FDL14,8.115,reg,0.05382735,Canned,155.2972,OUT010,1998,,Tier 3,Grocery Store,311.5944
FDR44,6.11,Regular,0.0,Fruits and Vegetables,131.2968,OUT010,1998,,Tier 3,Grocery Store,260.9936
NCS18,12.65,Low Fat,0.042276746,Household,108.4938,OUT049,1999,Medium,Tier 1,Supermarket Type1,1500.7132
FDY11,6.71,Regular,0.02960641,Baking Goods,65.4142,OUT049,1999,Medium,Tier 1,Supermarket Type1,1516.0266
FDL09,,Regular,0.22417463,Snack Foods,168.8816,OUT019,1985,Small,Tier 1,Grocery Store,167.7816
FDO60,20.0,LF,0.034563936,Baking Goods,45.3086,OUT017,2007,,Tier 2,Supermarket Type1,490.6946
FDE23,17.6,Regular,0.053170949,Starchy Foods,45.606,OUT035,2004,Small,Tier 2,Supermarket Type1,1724.422
FDR32,6.78,Regular,0.08573655,Fruits and Vegetables,229.5694,OUT013,1987,High,Tier 3,Supermarket Type1,3425.5409999999997
NCJ05,18.7,Low Fat,0.046088273,Health and Hygiene,153.6682,OUT046,1997,Small,Tier 1,Supermarket Type1,3506.7686
DRO35,13.85,Low Fat,0.034640466,Hard Drinks,116.1492,OUT045,2002,,Tier 2,Supermarket Type1,1274.3412
FDZ58,17.85,Low Fat,0.052471995,Snack Foods,123.7072,OUT017,2007,,Tier 2,Supermarket Type1,2450.144
FDJ22,,Low Fat,0.052554508,Snack Foods,190.3504,OUT027,1985,Medium,Tier 3,Supermarket Type3,1917.504
NCH29,5.51,Low Fat,0.034668802,Health and Hygiene,98.5726,OUT017,2007,,Tier 2,Supermarket Type1,1761.7068
FDB20,7.72,Low Fat,0.05193741,Fruits and Vegetables,77.9986,OUT013,1987,High,Tier 3,Supermarket Type1,934.7832
FDO45,13.15,Regular,0.037952777,Snack Foods,89.5856,OUT046,1997,Small,Tier 1,Supermarket Type1,1494.0552
FDL04,19.0,Low Fat,0.111902259,Frozen Foods,105.4622,OUT035,2004,Small,Tier 2,Supermarket Type1,1905.5196
FDI15,13.8,Low Fat,0.0,Dairy,263.7884,OUT049,1999,Medium,Tier 1,Supermarket Type1,3709.8376
FDW23,5.765,Low Fat,0.082178616,Baking Goods,37.0164,OUT045,2002,,Tier 2,Supermarket Type1,540.6296
NCM43,14.5,Low Fat,0.01950565,Others,163.921,OUT049,1999,Medium,Tier 1,Supermarket Type1,2446.815
NCT41,15.7,Low Fat,0.055979703,Health and Hygiene,151.9024,OUT035,2004,Small,Tier 2,Supermarket Type1,1062.6168
FDD03,13.3,Low Fat,0.080257683,Dairy,232.63,OUT017,2007,,Tier 2,Supermarket Type1,1864.24
NCN53,5.175,Low Fat,0.050808821,Health and Hygiene,33.6874,OUT010,1998,,Tier 3,Grocery Store,70.5748
FDU07,,Low Fat,0.10478432900000001,Fruits and Vegetables,150.4366,OUT019,1985,Small,Tier 1,Grocery Store,151.1366
FDY01,11.8,Regular,0.17054823800000002,Canned,113.8834,OUT049,1999,Medium,Tier 1,Supermarket Type1,1382.2008
FDQ59,9.8,Regular,0.056500895,Breads,85.8908,OUT045,2002,,Tier 2,Supermarket Type1,1845.5976
DRG51,12.1,Low Fat,0.011557563,Dairy,165.3526,OUT049,1999,Medium,Tier 1,Supermarket Type1,3453.5046
NCU54,8.88,Low Fat,0.165073642,Household,207.727,OUT010,1998,,Tier 3,Grocery Store,209.727
FDC32,,Low Fat,0.09862906199999999,Fruits and Vegetables,90.6462,OUT027,1985,Medium,Tier 3,Supermarket Type3,2406.2012
FDP37,15.6,Low Fat,0.143915417,Breakfast,127.5994,OUT017,2007,,Tier 2,Supermarket Type1,2441.4886
FDD38,16.75,Regular,0.008208341999999999,Canned,102.8674,OUT045,2002,,Tier 2,Supermarket Type1,1528.011
FDX50,20.1,Low Fat,0.07461309,Dairy,108.7228,OUT035,2004,Small,Tier 2,Supermarket Type1,1215.7508
NCI54,15.2,Low Fat,0.033599041,Household,107.7912,OUT046,1997,Small,Tier 1,Supermarket Type1,1091.912
FDM14,13.8,Low Fat,0.01326146,Canned,108.0254,OUT035,2004,Small,Tier 2,Supermarket Type1,759.6778
FDF05,17.5,Low Fat,0.026980351,Frozen Foods,262.591,OUT018,2009,Medium,Tier 3,Supermarket Type2,4207.856
FDU14,,Low Fat,0.034584356000000004,Dairy,248.375,OUT027,1985,Medium,Tier 3,Supermarket Type3,10236.675
FDX59,10.195,Low Fat,0.051871718,Breads,35.3558,OUT018,2009,Medium,Tier 3,Supermarket Type2,237.6906
FDZ46,7.485,Low Fat,0.069405301,Snack Foods,112.1228,OUT018,2009,Medium,Tier 3,Supermarket Type2,1105.228
FDF12,8.235,Low Fat,0.08276363,Baking Goods,146.5076,OUT018,2009,Medium,Tier 3,Supermarket Type2,1625.8836
FDH28,15.85,Regular,0.110010191,Frozen Foods,38.8506,OUT035,2004,Small,Tier 2,Supermarket Type1,341.5554
DRH37,17.6,Low Fat,0.041581725,Soft Drinks,163.3526,OUT013,1987,High,Tier 3,Supermarket Type1,3453.5046
FDN31,11.5,Low Fat,0.072994847,Fruits and Vegetables,189.253,OUT049,1999,Medium,Tier 1,Supermarket Type1,1328.271
FDL52,6.635,Regular,0.0,Frozen Foods,39.7506,OUT013,1987,High,Tier 3,Supermarket Type1,303.6048
DRI39,13.8,Low Fat,0.162462044,Dairy,55.893,OUT010,1998,,Tier 3,Grocery Store,226.372
FDY51,12.5,Low Fat,0.081119484,Meat,220.0798,OUT035,2004,Small,Tier 2,Supermarket Type1,1322.2788
DRI13,15.35,Low Fat,0.020326962,Soft Drinks,216.7508,OUT046,1997,Small,Tier 1,Supermarket Type1,1736.4064
FDZ08,12.5,Regular,0.10990084300000001,Fruits and Vegetables,83.0592,OUT013,1987,High,Tier 3,Supermarket Type1,743.0328
NCZ54,14.65,Low Fat,0.083488992,Household,161.3552,OUT049,1999,Medium,Tier 1,Supermarket Type1,7148.0288
NCC42,15.0,Low Fat,0.044908404000000006,Health and Hygiene,140.2838,OUT046,1997,Small,Tier 1,Supermarket Type1,1404.838
FDO01,21.1,Regular,0.020760673,Breakfast,128.7994,OUT045,2002,,Tier 2,Supermarket Type1,1798.9916
FDV49,10.0,low fat,0.025932407999999997,Canned,264.7226,OUT018,2009,Medium,Tier 3,Supermarket Type2,3171.8712
FDH14,,Regular,0.081955735,Canned,142.0838,OUT019,1985,Small,Tier 1,Grocery Store,280.9676
DRF25,9.0,Low Fat,0.038917891,Soft Drinks,35.919000000000004,OUT035,2004,Small,Tier 2,Supermarket Type1,1171.808
FDS55,7.02,Low Fat,0.081623275,Fruits and Vegetables,148.0734,OUT017,2007,,Tier 2,Supermarket Type1,1930.1542
FDH38,,Low Fat,0.018275994,Canned,115.2808,OUT019,1985,Small,Tier 1,Grocery Store,117.1808
DRI01,,Low Fat,0.034286109,Soft Drinks,173.1422,OUT027,1985,Medium,Tier 3,Supermarket Type3,5000.8238
FDF34,9.3,Regular,0.014076503,Snack Foods,200.0084,OUT018,2009,Medium,Tier 3,Supermarket Type2,2182.4924
FDR37,16.5,Regular,0.06624955099999999,Breakfast,183.3292,OUT046,1997,Small,Tier 1,Supermarket Type1,2006.7212
FDZ07,15.1,reg,0.094037291,Fruits and Vegetables,62.3194,OUT049,1999,Medium,Tier 1,Supermarket Type1,495.3552
FDI56,7.325,Low Fat,0.156307983,Fruits and Vegetables,92.2146,OUT010,1998,,Tier 3,Grocery Store,91.2146
FDL38,13.8,Regular,0.014762987,Canned,90.7172,OUT045,2002,,Tier 2,Supermarket Type1,1338.2579999999998
NCD19,8.93,Low Fat,0.013179388,Household,55.1614,OUT046,1997,Small,Tier 1,Supermarket Type1,939.4438
DRG15,6.13,Low Fat,0.076735903,Dairy,62.4536,OUT046,1997,Small,Tier 1,Supermarket Type1,1225.072
NCN41,17.0,Low Fat,0.087387669,Health and Hygiene,125.073,OUT010,1998,,Tier 3,Grocery Store,369.519
FDK51,19.85,Low Fat,0.005230785999999999,Dairy,265.1884,OUT013,1987,High,Tier 3,Supermarket Type1,5034.7796
NCJ19,18.6,Low Fat,0.118180011,Others,56.2588,OUT046,1997,Small,Tier 1,Supermarket Type1,1030.6584
FDV03,17.6,Low Fat,0.058042925999999995,Meat,154.6314,OUT013,1987,High,Tier 3,Supermarket Type1,1861.5768
NCR42,9.105,Low Fat,0.038699553,Household,33.79,OUT017,2007,,Tier 2,Supermarket Type1,199.74
FDX47,6.55,Regular,0.034745307,Breads,158.8288,OUT018,2009,Medium,Tier 3,Supermarket Type2,4399.6064
FDT44,16.6,Low Fat,0.103406065,Fruits and Vegetables,116.4466,OUT018,2009,Medium,Tier 3,Supermarket Type2,1178.4660000000001
FDO46,9.6,Regular,0.0,Snack Foods,191.0872,OUT017,2007,,Tier 2,Supermarket Type1,4349.0056
NCA17,20.6,LF,0.045380404000000006,Health and Hygiene,148.4392,OUT013,1987,High,Tier 3,Supermarket Type1,1789.6704
DRJ13,12.65,Low Fat,0.105265475,Soft Drinks,159.9578,OUT010,1998,,Tier 3,Grocery Store,962.7468
FDC51,10.895,Regular,0.009636821,Dairy,121.87299999999999,OUT049,1999,Medium,Tier 1,Supermarket Type1,2463.46
FDS37,7.655,Low Fat,0.031938827999999995,Canned,114.1492,OUT035,2004,Small,Tier 2,Supermarket Type1,1158.492
FDZ60,,Low Fat,0.208987123,Baking Goods,106.0596,OUT019,1985,Small,Tier 1,Grocery Store,215.7192
FDG50,7.405,Low Fat,0.015334003,Canned,92.7146,OUT018,2009,Medium,Tier 3,Supermarket Type2,1185.7898
NCH54,13.5,Low Fat,0.07266912,Household,160.292,OUT046,1997,Small,Tier 1,Supermarket Type1,1438.128
FDM12,16.7,Regular,0.070312473,Baking Goods,189.6214,OUT017,2007,,Tier 2,Supermarket Type1,2826.321
NCM17,7.93,Low Fat,0.07113587,Health and Hygiene,42.7086,OUT046,1997,Small,Tier 1,Supermarket Type1,356.8688
FDH44,19.1,Regular,0.025912378,Fruits and Vegetables,146.8418,OUT049,1999,Medium,Tier 1,Supermarket Type1,1765.7016
FDS57,15.5,Low Fat,0.103603094,Snack Foods,143.547,OUT049,1999,Medium,Tier 1,Supermarket Type1,1431.47
FDS19,13.8,Regular,0.06457046,Fruits and Vegetables,76.2012,OUT017,2007,,Tier 2,Supermarket Type1,1669.8264
NCO41,12.5,Low Fat,0.018955479,Health and Hygiene,100.1384,OUT017,2007,,Tier 2,Supermarket Type1,2167.8448
DRK35,8.365,Low Fat,0.071832909,Hard Drinks,36.1506,OUT035,2004,Small,Tier 2,Supermarket Type1,721.0614
DRP35,18.85,Low Fat,0.09086729699999999,Hard Drinks,127.3336,OUT046,1997,Small,Tier 1,Supermarket Type1,3962.8416
FDG32,19.85,LF,0.176991029,Fruits and Vegetables,221.5772,OUT017,2007,,Tier 2,Supermarket Type1,3558.0352
FDQ52,17.0,Low Fat,0.119362409,Frozen Foods,249.4434,OUT035,2004,Small,Tier 2,Supermarket Type1,5960.2416
FDT34,9.3,Low Fat,0.17506050399999998,Snack Foods,106.7964,OUT018,2009,Medium,Tier 3,Supermarket Type2,525.982
FDQ03,15.0,Regular,0.078172471,Meat,238.8248,OUT045,2002,,Tier 2,Supermarket Type1,3555.3720000000003
FDS51,13.35,Low Fat,0.032230526,Meat,61.4194,OUT049,1999,Medium,Tier 1,Supermarket Type1,743.0328
FDV08,7.35,Low Fat,0.028652919,Fruits and Vegetables,40.5454,OUT045,2002,,Tier 2,Supermarket Type1,545.2902
NCO05,7.27,Low Fat,0.046653872,Health and Hygiene,98.6384,OUT045,2002,,Tier 2,Supermarket Type1,1970.7679999999998
NCB19,6.525,Low Fat,0.09043609400000001,Household,85.0882,OUT049,1999,Medium,Tier 1,Supermarket Type1,2233.0932
FDO01,21.1,Regular,0.020750867,Breakfast,128.7994,OUT049,1999,Medium,Tier 1,Supermarket Type1,1927.491
FDU39,,Low Fat,0.035863436,Meat,58.3562,OUT027,1985,Medium,Tier 3,Supermarket Type3,1125.8678
FDX01,10.1,Low Fat,0.040446145,Canned,118.115,OUT010,1998,,Tier 3,Grocery Store,116.515
FDV38,,Low Fat,0.101281,Dairy,55.0956,OUT027,1985,Medium,Tier 3,Supermarket Type3,2020.0372
FDO19,,Regular,0.016516275,Fruits and Vegetables,47.4034,OUT027,1985,Medium,Tier 3,Supermarket Type3,2187.153
FDI35,14.0,Low Fat,0.041291168999999996,Starchy Foods,180.7634,OUT046,1997,Small,Tier 1,Supermarket Type1,2181.1608
FDB17,13.15,Low Fat,0.061381589,Frozen Foods,179.9976,OUT010,1998,,Tier 3,Grocery Store,181.0976
FDQ36,7.855,Regular,0.162461219,Baking Goods,39.2848,OUT017,2007,,Tier 2,Supermarket Type1,857.5504
FDT13,14.85,Low Fat,0.0,Canned,187.7214,OUT010,1998,,Tier 3,Grocery Store,188.4214
NCC07,19.6,Low Fat,0.023931217,Household,103.1964,OUT013,1987,High,Tier 3,Supermarket Type1,736.3748
FDG40,13.65,Low Fat,0.066657791,Frozen Foods,32.6558,OUT010,1998,,Tier 3,Grocery Store,67.9116
FDR46,16.85,Low Fat,0.0,Snack Foods,146.076,OUT017,2007,,Tier 2,Supermarket Type1,2636.5679999999998
FDS04,10.195,Regular,0.0,Frozen Foods,139.5838,OUT018,2009,Medium,Tier 3,Supermarket Type2,4495.4816
FDV48,9.195,Regular,0.051697108,Baking Goods,79.2644,OUT049,1999,Medium,Tier 1,Supermarket Type1,864.2084
FDT10,16.7,reg,0.062395455,Snack Foods,57.6562,OUT017,2007,,Tier 2,Supermarket Type1,533.3058
FDL34,16.0,Low Fat,0.041009558,Snack Foods,141.2496,OUT049,1999,Medium,Tier 1,Supermarket Type1,2681.8424
NCU29,,Low Fat,0.025354072000000002,Health and Hygiene,144.476,OUT027,1985,Medium,Tier 3,Supermarket Type3,3661.9
DRY23,,Regular,0.191013663,Soft Drinks,42.1112,OUT019,1985,Small,Tier 1,Grocery Store,42.6112
FDD44,8.05,Regular,0.07838564,Fruits and Vegetables,256.4646,OUT035,2004,Small,Tier 2,Supermarket Type1,5153.292
DRF51,15.75,Low Fat,0.166174549,Dairy,37.4506,OUT045,2002,,Tier 2,Supermarket Type1,1062.6168
NCZ41,19.85,Low Fat,0.064367627,Health and Hygiene,126.1704,OUT013,1987,High,Tier 3,Supermarket Type1,876.1928
FDL40,,Low Fat,0.0,Frozen Foods,98.241,OUT019,1985,Small,Tier 1,Grocery Store,289.623
FDT21,,Low Fat,0.0,Snack Foods,248.8092,OUT027,1985,Medium,Tier 3,Supermarket Type3,6474.2392
FDL09,,Regular,0.127416049,Snack Foods,167.4816,OUT027,1985,Medium,Tier 3,Supermarket Type3,1006.6896
FDD39,16.7,Low Fat,0.070297175,Dairy,216.385,OUT045,2002,,Tier 2,Supermarket Type1,3678.545
FDU07,11.1,Low Fat,0.059968347000000005,Fruits and Vegetables,152.8366,OUT045,2002,,Tier 2,Supermarket Type1,1662.5026
FDH33,12.85,Low Fat,0.12172541099999999,Snack Foods,45.1428,OUT046,1997,Small,Tier 1,Supermarket Type1,527.3136
FDF04,17.5,Low Fat,0.013714183000000001,Frozen Foods,259.2304,OUT017,2007,,Tier 2,Supermarket Type1,2841.6344
FDS51,13.35,Low Fat,0.032180494,Meat,61.2194,OUT046,1997,Small,Tier 1,Supermarket Type1,433.4358
FDZ13,7.84,Regular,0.153494979,Canned,48.935,OUT046,1997,Small,Tier 1,Supermarket Type1,798.96
FDA56,9.21,Low Fat,0.008778413,Fruits and Vegetables,122.4414,OUT049,1999,Medium,Tier 1,Supermarket Type1,1583.9382
FDU36,,Low Fat,0.0,Baking Goods,100.1384,OUT027,1985,Medium,Tier 3,Supermarket Type3,2956.152
NCT06,,Low Fat,0.06782445599999999,Household,167.7842,OUT019,1985,Small,Tier 1,Grocery Store,165.7842
NCC42,15.0,Low Fat,0.04499948,Health and Hygiene,140.4838,OUT045,2002,,Tier 2,Supermarket Type1,1685.8056
NCW29,14.0,Low Fat,0.028980533,Health and Hygiene,129.531,OUT018,2009,Medium,Tier 3,Supermarket Type2,2077.2960000000003
FDA22,7.435,Low Fat,0.084436394,Starchy Foods,168.6158,OUT035,2004,Small,Tier 2,Supermarket Type1,4512.1266
FDS52,8.89,low fat,0.005505481,Frozen Foods,102.4016,OUT017,2007,,Tier 2,Supermarket Type1,2732.4432
FDA40,16.0,Regular,0.09942555,Frozen Foods,87.0856,OUT049,1999,Medium,Tier 1,Supermarket Type1,527.3136
FDI04,,Regular,0.127660257,Frozen Foods,198.5426,OUT019,1985,Small,Tier 1,Grocery Store,790.9704
FDX52,11.5,Regular,0.041994624,Frozen Foods,194.782,OUT035,2004,Small,Tier 2,Supermarket Type1,3475.4759999999997
NCO29,,Low Fat,0.032099989,Health and Hygiene,164.1526,OUT027,1985,Medium,Tier 3,Supermarket Type3,2960.1468
FDT34,9.3,Low Fat,0.174317307,Snack Foods,106.7964,OUT035,2004,Small,Tier 2,Supermarket Type1,841.5712
FDE08,,Low Fat,0.049080853,Fruits and Vegetables,147.7734,OUT027,1985,Medium,Tier 3,Supermarket Type3,4602.6754
FDJ03,12.35,Regular,0.072334667,Dairy,49.1692,OUT013,1987,High,Tier 3,Supermarket Type1,886.8456
FDY37,17.0,Regular,0.026563851,Canned,141.247,OUT035,2004,Small,Tier 2,Supermarket Type1,3292.381
NCQ43,17.75,Low Fat,0.11152734800000001,Others,110.2912,OUT045,2002,,Tier 2,Supermarket Type1,873.5296
FDW45,18.0,Low Fat,0.039231652,Snack Foods,145.1418,OUT017,2007,,Tier 2,Supermarket Type1,2648.5524
FDP33,18.7,Low Fat,0.0,Snack Foods,256.6672,OUT018,2009,Medium,Tier 3,Supermarket Type2,3068.0064
FDS16,15.15,Regular,0.066121873,Frozen Foods,145.67600000000002,OUT013,1987,High,Tier 3,Supermarket Type1,3661.9
FDK33,17.85,Low Fat,0.011258035,Snack Foods,211.65599999999998,OUT045,2002,,Tier 2,Supermarket Type1,2556.672
FDX02,16.0,Low Fat,0.057292529,Dairy,224.3404,OUT018,2009,Medium,Tier 3,Supermarket Type2,4500.808
NCC30,16.6,Low Fat,0.027579198,Household,178.7344,OUT046,1997,Small,Tier 1,Supermarket Type1,1605.9096
DRD27,18.75,Low Fat,0.023974769,Dairy,99.0042,OUT017,2007,,Tier 2,Supermarket Type1,694.4294
FDS24,20.85,Regular,0.062477955,Baking Goods,87.2514,OUT018,2009,Medium,Tier 3,Supermarket Type2,1505.3738
FDC59,,Regular,0.05436436,Starchy Foods,63.8168,OUT027,1985,Medium,Tier 3,Supermarket Type3,958.752
FDE36,5.26,Regular,0.041837331,Baking Goods,161.8868,OUT049,1999,Medium,Tier 1,Supermarket Type1,5077.3908
NCB31,6.235,Low Fat,0.118915034,Household,264.791,OUT045,2002,,Tier 2,Supermarket Type1,2103.928
FDI56,7.325,Low Fat,0.093913607,Fruits and Vegetables,93.2146,OUT017,2007,,Tier 2,Supermarket Type1,1733.0774
DRE15,,Low Fat,0.01769927,Dairy,74.2012,OUT027,1985,Medium,Tier 3,Supermarket Type3,1290.3204
FDS33,,Regular,0.122830885,Snack Foods,86.9514,OUT027,1985,Medium,Tier 3,Supermarket Type3,3364.9532
DRJ59,11.65,Low Fat,0.01941154,Hard Drinks,40.3164,OUT045,2002,,Tier 2,Supermarket Type1,502.0132
FDJ08,,Low Fat,0.193772568,Fruits and Vegetables,190.3846,OUT019,1985,Small,Tier 1,Grocery Store,573.2538
FDR02,16.7,LF,0.022155562,Dairy,109.5886,OUT018,2009,Medium,Tier 3,Supermarket Type2,1000.6974
FDK38,6.65,Low Fat,0.053279839,Canned,147.7734,OUT035,2004,Small,Tier 2,Supermarket Type1,2078.6276
FDF46,7.07,Low Fat,0.093653464,Snack Foods,113.3834,OUT035,2004,Small,Tier 2,Supermarket Type1,1267.0174
NCE43,12.5,Low Fat,0.10402738,Household,172.2448,OUT017,2007,,Tier 2,Supermarket Type1,1874.8928
